       
10 0.8 0.4 0.3 1.0555460951372324 -0.15770247930918393 1.6582499236258799 1.6108758511404506
10 0.85 0.4 0.3 1.051381799834189 -0.148759844011619 1.5810522317329772 1.6013460570793405
10 0.9 0.4 0.3 1.0470601589862882 -0.13985523174640996 1.513182578633652 1.5934538132286316
10 0.95 0.4 0.3 1.0424814981718489 -0.13097527575955864 1.4528464461074266 1.5869370968898784
10 1.0 0.4 0.3 1.0375546464895657 -0.12211118131863492 1.3989999817806176 1.581208908384792
10 1.05 0.4 0.3 1.0322599072487217 -0.11325054696551513 1.350746006862945 1.5759696464548836
12 0.8 0.4 0.3 1.0547770156319698 -0.15843395152776288 2.0052270575269513 1.6035742666629205
12 0.85 0.4 0.3 1.0510262512617725 -0.14944642088714963 1.5148524283016298 1.5971297038661296
12 0.9 0.4 0.3 1.0469638231544203 -0.14048547771031075 1.454447628640199 1.591932809561371
12 0.95 0.4 0.3 1.042519986290672 -0.13154214105433235 1.4006495127600092 1.5871476449750328
12 1.0 0.4 0.3 1.0376726560660077 -0.1226053965719174 1.9648631326231263 1.5825320816028974
12 1.05 0.4 0.3 1.032463816352689 -0.11365970294827217 1.9607936879497523 1.5780151560350728
14 0.8 0.4 0.3 1.0551240049282107 -0.15897109637333987 1.6812278448008096 1.6019707208239078
14 0.85 0.4 0.3 1.0514558125820386 -0.14994685069027944 1.602442868285238 1.5973405012441175
14 0.9 0.4 0.3 1.0473899778307765 -0.14094581956531882 1.5326472915984248 1.59302628726497
14 0.95 0.4 0.3 1.0429269418651053 -0.13195495571245489 1.4706519751290286 1.5886953130450685
14 1.0 0.4 0.3 1.038081411968352 -0.12296136791693475 1.4152937525415652 1.5843449847683626
14 1.05 0.4 0.3 1.032799973253572 -0.11396085011686137 1.3656198122046368 1.579893858244636
16 0.8 0.4 0.3 1.0547972929727807 -0.15947651295035806 1.629660574908384 1.6017525200237928
16 0.85 0.4 0.3 1.0511273405744073 -0.15042220181162805 1.5563684971613576 1.5977723302502425
16 0.9 0.4 0.3 1.0470455823874907 -0.14138603851295184 1.4916366549387305 1.5936157529105592
16 0.95 0.4 0.3 1.042572455513854 -0.1323543264726364 1.4340557176834055 1.5894054322533528
16 1.0 0.4 0.3 1.037718471744704 -0.12331550583999817 1.9665136187305863 1.585109749367169
16 1.05 0.4 0.3 1.032446257338954 -0.11426428610631516 1.9632189950564989 1.5806882866406704
18 0.8 0.4 0.3 1.0546452195883098 -0.15988129811025456 1.9890772989973589 1.6023307782740972
18 0.85 0.4 0.3 1.0509424675394805 -0.1508021555674417 1.6126665028655938 1.5982760502955202
18 0.9 0.4 0.3 1.0468274837177265 -0.14173729432289645 1.5418924321262173 1.5941865716511678
18 0.95 0.4 0.3 1.04233205263567 -0.13267257835330024 1.478957009877729 1.5899945140301588
18 1.0 0.4 0.3 1.037461958591291 -0.12359739230298156 1.422738574580467 1.5856973831660772
18 1.05 0.4 0.3 1.0321897948054477 -0.11450572416568826 1.3722951877427736 1.5812731967452232
20 0.8 0.4 0.3 1.0541813436841199 -0.16025071727038653 1.6542759816781996 1.6023445345969884
20 0.85 0.4 0.3 1.0504726336171577 -0.15114799243204768 1.5785654774852653 1.5984411104214258
20 0.9 0.4 0.3 1.0463579568040469 -0.1420561494486652 1.5115395885062561 1.594366333207637
20 0.95 0.4 0.3 1.0418743611492363 -0.1329609454761957 -0.0 1.590196615611764
20 1.0 0.4 0.3 1.0370226420755455 -0.12385255826775858 -0.0 1.585916573528424
20 1.05 0.4 0.3 1.03177856921941 -0.11472485599810889 -0.0 1.5815106497208085
22 0.8 0.4 0.3 1.0539572466451936 -0.16054542443625808 1.6990244366273268 1.6023769176579503
22 0.85 0.4 0.3 1.0500916501230775 -0.1514367649163763 1.6182672140448315 1.5985595710440716
22 0.9 0.4 0.3 1.0459767791048529 -0.14232182795303838 1.54686952662834 1.5945056783929286
22 0.95 0.4 0.3 1.0415025066888615 -0.13320084946404012 1.483374414500426 1.590346234628722
22 1.0 0.4 0.3 1.0366662823715955 -0.12406452941624613 -0.0 1.5860763369850168
22 1.05 0.4 0.3 1.0314544742288874 -0.11490577274404963 -0.0 1.5816920540281676
24 0.8 0.4 0.3 1.0534902632259944 -0.16082304412046033 1.6695622855700727 1.6025734985698912
24 0.85 0.4 0.3 1.0496410041457283 -0.15169461811991228 1.5920130531421015 1.5985520875472112
24 0.9 0.4 0.3 1.0455470889052083 -0.14255787534183567 -0.0 1.5945052339486203
24 0.95 0.4 0.3 1.0410996202397271 -0.13341309591879452 -0.0 1.5903685900528535
24 1.0 0.4 0.3 1.0362935286609403 -0.12425138021510951 -0.0 1.5861213856626541
24 1.05 0.4 0.3 1.0311150697661586 -0.11506575934057976 -0.0 1.5817603604401507
